AIANNHH,NAME,B01001_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25034_010E,B25034_011E,B28002_013E,B09019_005E,B09019_008E,B19101_001E,B20005_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_020E,B01001_021E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E
6500,"False Pass ANVSA, AK",103,13,6,7,0,4,0,21,4,13,16,50,10,2,0,11,0,3,0,0,0,0,17,0,75,0,0,11,0
6515,"Fort Yukon ANVSA, AK",476,52,94,29,26,20,2,170,70,54,114,182,17,2,17,11,5,11,8,22,6,0,30,5,366,10,0,0,65
6520,"Gakona ANVSA, AK",122,11,20,17,6,8,3,0,7,5,24,55,4,2,14,4,2,5,0,8,0,0,92,0,27,0,0,0,3
6525,"Galena ANVSA, AK",627,132,80,11,2,0,0,90,28,42,159,202,19,34,25,16,1,1,18,12,6,7,171,0,409,5,2,0,40
6530,"Gambell ANVSA, AK",426,34,31,3,6,16,16,38,24,5,83,165,17,15,22,12,4,4,7,9,13,4,13,0,396,0,2,0,15
6535,"Georgetown ANVSA, AK",6,3,2,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0
6540,"Golovin ANVSA, AK",185,27,27,8,0,0,2,8,19,0,49,80,7,7,16,11,1,7,0,9,0,2,7,0,173,0,0,0,5
6545,"Goodnews Bay ANVSA, AK",118,6,3,3,0,5,0,3,3,3,27,32,9,7,0,3,0,0,1,4,0,1,6,0,98,0,0,0,14
6550,"Grayling ANVSA, AK",210,25,21,10,0,0,3,29,21,2,45,79,12,6,19,2,3,0,0,4,6,2,0,0,202,0,2,6,0
6560,"Gulkana ANVSA, AK",79,8,19,17,3,1,0,17,12,11,12,32,0,0,0,4,0,5,2,3,0,0,17,0,60,0,0,0,2
6570,"Hamilton ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6575,"Healy Lake ANVSA, AK",26,10,1,4,1,0,0,9,4,0,6,10,6,0,0,0,0,0,4,4,0,0,0,0,26,0,0,0,0
6585,"Holy Cross ANVSA, AK",277,59,38,3,4,0,2,32,41,2,47,134,13,7,27,27,6,13,2,9,6,17,13,0,254,0,0,0,10
6590,"Hoonah ANVSA, AK",896,92,112,12,4,48,5,100,53,28,166,500,26,23,15,3,19,30,54,69,5,27,323,9,302,19,4,0,239
6595,"Hooper Bay ANVSA, AK",801,34,44,12,13,3,0,31,5,0,139,240,53,43,24,10,15,6,25,14,10,5,64,0,662,7,0,55,13
6605,"Hughes ANVSA, AK",34,6,7,2,0,2,0,19,6,5,7,14,0,2,2,0,0,0,0,3,1,0,0,0,34,0,0,0,0
6610,"Huslia ANVSA, AK",182,22,13,1,0,0,0,30,11,17,35,46,7,20,12,3,0,0,5,0,3,3,11,0,146,0,0,0,25
6615,"Hydaburg ANVSA, AK",328,30,51,13,6,1,8,33,23,12,88,148,11,4,7,12,12,4,11,6,2,12,49,2,217,0,14,0,46
6620,"Igiugig ANVSA, AK",69,17,5,1,0,0,0,11,3,0,23,15,0,1,2,4,0,0,0,0,0,3,5,0,53,0,0,0,11
6625,"Iliamna ANVSA, AK",28,9,7,0,0,4,1,1,1,3,11,9,0,1,0,0,0,0,0,5,0,1,7,0,21,0,0,0,0
6630,"Inalik ANVSA, AK",47,6,16,0,0,2,0,10,7,3,10,19,1,2,2,0,0,1,8,0,1,0,0,0,47,0,0,0,0
6650,"Ivanof Bay ANVSA, AK",0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6670,"Kake ANVSA, AK",473,70,76,18,14,5,3,51,26,14,123,174,19,20,14,13,5,10,14,10,5,6,88,1,255,5,0,0,124
6680,"Kaktovik ANVSA, AK",201,43,14,4,1,0,0,5,6,2,49,91,7,7,10,9,2,0,11,2,9,1,5,0,187,0,0,0,9
6685,"Kalskag ANVSA, AK",253,16,15,4,6,0,0,22,7,2,46,80,11,28,15,7,0,2,6,9,4,6,17,2,216,0,0,0,18
6690,"Kaltag ANVSA, AK",197,32,20,14,1,0,0,22,15,7,47,107,0,5,3,6,3,0,19,2,5,17,41,0,145,0,0,0,11
6700,"Karluk ANVSA, AK",27,18,5,1,0,0,1,10,0,0,11,18,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,5
6705,"Kasaan ANVSA, AK",82,20,2,1,9,0,0,1,9,0,23,45,2,3,6,0,5,5,7,17,0,3,41,0,28,9,0,0,4
6710,"Kasigluk ANVSA, AK",389,33,27,7,0,1,0,13,11,5,54,139,25,14,22,18,2,0,8,12,10,6,6,0,383,0,0,0,0
6720,"Kenaitze ANVSA, AK",35291,4014,3794,1251,411,48,40,1597,2672,1783,8206,14444,977,1126,1235,713,538,731,1114,1204,632,864,28142,301,2229,655,27,790,3147
6725,"Ketchikan ANVSA, AK",13264,1022,1500,474,738,285,737,398,771,723,3429,5539,397,474,358,242,161,300,412,562,196,249,8586,91,1764,1179,29,217,1398
6730,"Kiana ANVSA, AK",424,38,48,4,0,2,0,15,3,4,83,156,9,27,24,12,2,2,11,10,3,7,20,0,404,0,0,0,0
6735,"King Cove ANVSA, AK",1108,177,62,33,17,17,17,141,89,52,177,534,28,25,50,22,7,11,43,55,23,14,140,3,546,255,0,43,121
6740,"King Salmon ANVSA, AK",109,20,22,14,1,0,1,14,12,5,33,54,7,2,1,3,0,4,14,5,1,3,45,0,55,0,0,0,9
6750,"Kipnuk ANVSA, AK",572,27,34,14,2,0,10,23,17,4,114,195,30,23,27,18,3,5,20,23,12,4,3,3,553,0,0,0,13
6755,"Kivalina ANVSA, AK",769,42,60,8,2,4,0,16,13,4,123,258,51,79,64,15,0,0,25,26,2,6,15,0,738,0,0,0,16
6765,"Klawock ANVSA, AK",637,80,90,3,5,11,4,102,63,34,135,307,11,38,30,9,9,21,36,24,3,9,193,4,281,7,0,0,152
6785,"Knik ANVSA, AK",82273,8362,4859,1426,478,138,136,2380,3874,2928,21091,33185,2702,3133,3422,1959,958,1412,2617,2540,1073,1886,65375,1091,4870,1585,309,1023,8020
6790,"Kobuk ANVSA, AK",133,13,11,5,0,0,0,13,8,0,23,40,13,9,5,3,0,2,1,0,0,2,4,0,120,0,0,0,9
6795,"Kodiak ANVSA, AK",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6800,"Kokhanok ANVSA, AK",115,28,8,5,2,0,0,13,4,6,32,27,5,6,5,0,3,0,0,2,0,2,25,0,80,0,0,0,10
6810,"Kongiganak ANVSA, AK",353,18,10,2,0,0,0,19,10,0,55,144,16,29,22,10,5,2,6,18,9,6,0,0,348,0,0,0,5
6815,"Kotlik ANVSA, AK",1272,80,79,22,2,0,0,72,26,9,199,332,98,107,118,22,7,4,34,18,17,0,4,0,1249,4,0,0,15
6820,"Kotzebue ANVSA, AK",3088,438,204,83,58,21,4,77,137,99,545,1091,124,131,134,81,8,37,95,88,61,82,521,88,2019,65,11,18,366
6825,"Koyuk ANVSA, AK",300,38,27,11,3,0,0,21,7,4,74,118,21,11,30,11,4,3,6,9,5,0,4,0,294,0,0,0,2
6830,"Koyukuk ANVSA, AK",74,19,27,0,2,0,0,29,14,19,15,29,0,0,4,0,0,0,4,0,0,0,0,0,69,0,0,0,5
6835,"Kwethluk ANVSA, AK",561,22,39,16,0,0,4,22,15,2,96,202,39,41,26,19,0,0,21,24,6,9,8,0,538,6,0,0,9
6840,"Kwigillingok ANVSA, AK",589,43,31,2,0,0,0,32,6,0,115,182,45,19,24,34,2,3,6,19,6,15,6,0,582,0,0,0,1
6845,"Kwinhagak ANVSA, AK",1079,51,97,17,2,3,3,56,33,10,189,367,49,43,68,43,8,7,12,28,20,12,20,0,980,1,3,0,75
6850,"Lake Minchumina ANVSA, AK",11,6,11,2,0,4,0,5,3,0,2,7,0,0,0,0,1,0,0,0,0,3,11,0,0,0,0,0,0
6855,"Larsen Bay ANVSA, AK",46,35,21,10,2,0,0,3,8,3,7,25,2,0,0,0,3,0,0,7,0,2,20,2,11,7,0,0,6
6860,"Lesnoi ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6865,"Levelock ANVSA, AK",28,27,5,2,0,0,1,3,5,0,11,15,0,0,1,0,0,0,1,1,0,0,2,0,26,0,0,0,0
6875,"Lime Village ANVSA, AK",9,6,6,2,0,0,0,4,2,0,2,6,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,2
6890,"Lower Kalskag ANVSA, AK",261,28,13,5,0,0,0,25,5,2,48,78,20,24,24,2,0,8,4,5,0,8,8,0,249,0,0,0,4
6895,"McGrath ANVSA, AK",226,46,49,14,8,19,2,40,7,17,69,65,4,0,9,4,3,12,2,8,1,2,73,3,110,0,0,0,40
6900,"Manley Hot Springs ANVSA, AK",17,16,12,4,5,0,8,2,1,5,6,5,0,0,0,0,0,0,3,1,0,1,14,0,3,0,0,0,0
6905,"Manokotak ANVSA, AK",629,54,43,8,5,3,0,60,11,1,126,222,27,35,16,19,4,7,15,27,4,4,45,0,562,0,0,0,22
6910,"Marshall ANVSA, AK",215,6,14,3,0,0,0,0,0,0,30,69,14,13,18,7,0,4,8,5,0,0,0,0,215,0,0,0,0
6915,"Mary's Igloo ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6935,"Mekoryuk ANVSA, AK",315,67,28,17,0,0,2,41,41,5,78,124,14,15,11,5,6,5,15,39,15,8,4,0,307,0,0,0,4
6945,"Mentasta Lake ANVSA, AK",129,25,22,6,2,0,0,25,8,3,27,46,9,10,6,0,0,4,0,5,0,2,0,0,129,0,0,0,0
6965,"Minto ANVSA, AK",113,39,10,0,0,0,0,32,15,0,24,50,0,17,0,6,0,5,0,8,0,2,6,0,94,0,0,0,13
6975,"Mountain Village ANVSA, AK",884,100,54,8,0,0,2,57,0,0,174,299,28,77,35,47,4,0,12,19,10,35,0,0,865,0,0,9,10
6990,"Naknek ANVSA, AK",418,74,142,39,7,12,19,21,19,9,80,232,8,12,8,2,4,3,6,14,30,14,183,0,148,27,5,11,44
6995,"Nanwalek ANVSA, AK",172,33,12,0,0,0,0,8,0,0,35,51,0,0,4,3,4,3,0,6,7,4,15,0,123,0,0,5,29
7005,"Napaimute ANVSA, AK",1,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7010,"Napakiak ANVSA, AK",692,54,51,18,4,1,0,53,24,6,144,210,30,68,32,6,5,8,23,21,11,17,3,0,686,0,0,0,3
7020,"Napaskiak ANVSA, AK",582,42,51,17,10,0,0,60,11,0,111,189,49,33,32,28,25,7,6,12,3,0,1,0,564,0,0,0,17
7025,"Nelson Lagoon ANVSA, AK",94,25,12,1,3,0,0,12,1,0,26,58,0,0,0,0,3,0,10,3,0,4,17,0,77,0,0,0,0
7030,"Nenana ANVSA, AK",508,97,39,34,33,0,2,41,43,28,121,156,25,16,16,7,3,12,20,18,4,5,273,0,182,0,0,0,53
7035,"Newhalen ANVSA, AK",92,20,3,1,0,0,0,6,2,1,25,26,2,12,6,1,0,0,0,2,1,4,5,0,81,0,0,0,6
7040,"New Koliganek ANVSA, AK",234,19,10,6,0,0,0,19,7,2,48,68,10,13,25,11,3,9,8,4,2,4,3,0,228,0,0,0,3
7050,"New Stuyahok ANVSA, AK",603,42,28,4,0,0,1,45,8,7,102,243,22,29,31,11,5,7,15,13,1,7,10,63,468,6,0,0,56
7055,"Newtok ANVSA, AK",96,4,10,9,5,2,0,8,7,4,16,42,3,5,3,3,4,2,2,0,3,0,0,0,92,0,0,0,4
7065,"Nightmute ANVSA, AK",70,4,8,3,2,0,0,4,0,2,14,35,0,6,0,3,0,2,7,3,0,0,0,0,54,0,0,0,16
7070,"Nikolai ANVSA, AK",87,17,23,12,0,3,0,35,12,13,20,37,5,6,0,0,3,0,6,1,1,1,1,2,50,0,0,9,25
7075,"Nikolski ANVSA, AK",12,3,1,0,0,0,1,1,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0
7080,"Ninilchik ANVSA, AK",16657,2273,1498,385,250,58,43,740,1351,929,4022,7038,490,347,604,267,282,368,507,585,295,419,13862,21,979,294,44,153,1304
7085,"Noatak ANVSA, AK",536,19,16,10,0,0,0,15,7,1,94,216,22,28,51,16,7,4,17,8,10,15,6,4,526,0,0,0,0
7095,"Nome ANVSA, AK",3872,710,339,101,128,33,97,96,209,134,787,1422,147,131,210,62,18,27,152,153,36,42,1029,68,2083,111,0,21,560
7100,"Nondalton ANVSA, AK",40,11,7,14,11,2,0,6,5,1,12,20,0,0,0,0,4,1,2,2,5,0,6,3,31,0,0,0,0
7110,"Noorvik ANVSA, AK",654,17,59,16,0,0,0,25,11,3,100,236,36,38,42,26,2,6,21,15,5,23,13,0,590,33,0,0,18
7115,"Northway ANVSA, AK",252,37,22,16,12,4,0,39,14,7,29,93,8,30,4,5,16,0,13,4,0,0,41,0,184,0,0,0,27
7125,"Nuiqsut ANVSA, AK",564,42,59,2,0,0,0,37,10,5,91,132,51,17,21,17,2,15,13,7,2,4,87,0,450,0,0,0,27
7130,"Nulato ANVSA, AK",249,86,6,2,0,0,0,36,0,13,57,118,8,4,7,6,1,6,9,5,2,7,19,0,230,0,0,0,0
7133,"Nunam Iqua ANVSA, AK",59,15,4,0,0,0,0,3,0,3,13,21,9,3,0,0,0,3,0,0,0,0,0,0,59,0,0,0,0
7135,"Nunapitchuk ANVSA, AK",827,29,38,9,13,0,0,67,18,0,135,246,65,52,35,14,7,24,9,22,7,14,0,0,816,0,0,0,11
7145,"Ohogamiut ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7150,"Old Harbor ANVSA, AK",155,32,48,27,0,0,0,30,22,8,41,63,14,7,1,0,1,1,7,15,6,3,29,0,98,0,2,0,26
7175,"Oscarville ANVSA, AK",88,15,3,3,0,0,0,6,6,0,14,33,6,2,2,0,0,0,3,3,0,0,1,0,87,0,0,0,0
7180,"Ouzinkie ANVSA, AK",95,23,31,13,3,0,10,5,8,0,34,36,0,6,0,5,0,4,3,2,3,6,6,1,42,0,0,0,46
7185,"Paimiut ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7205,"Pedro Bay ANVSA, AK",13,9,4,4,0,0,0,0,3,4,3,3,0,0,0,0,0,0,0,1,0,0,1,0,10,0,0,0,2
7215,"Perryville ANVSA, AK",85,10,10,2,0,0,0,7,1,5,18,18,4,4,7,1,0,0,0,5,0,2,1,0,82,0,0,0,2
7220,"Petersburg ANVSA, AK",2749,203,270,68,66,67,300,179,113,182,721,1075,84,57,102,54,50,41,53,171,24,59,1529,39,208,602,16,29,326
7225,"Pilot Point ANVSA, AK",72,32,8,3,3,0,0,12,4,4,19,30,7,3,4,2,0,5,2,3,0,0,5,0,60,0,0,0,7
7230,"Pilot Station ANVSA, AK",380,27,34,0,0,0,0,13,0,0,83,126,26,25,26,9,0,0,9,3,3,3,0,0,363,0,0,0,17
7235,"Pitkas Point ANVSA, AK",239,39,11,4,0,0,0,5,3,0,52,83,18,7,19,14,4,0,0,8,0,6,0,0,239,0,0,0,0
7245,"Platinum ANVSA, AK",23,8,2,9,0,0,0,3,3,0,3,13,0,0,0,0,0,2,3,0,0,0,0,0,23,0,0,0,0
7250,"Point Hope ANVSA, AK",649,65,51,16,2,4,0,41,14,9,118,234,55,26,26,29,11,8,17,8,4,7,15,4,551,0,0,0,79
7255,"Point Lay ANVSA, AK",172,26,11,4,0,0,0,13,13,0,30,73,6,10,5,15,0,1,3,3,0,0,6,4,155,0,0,0,7
7260,"Portage Creek ANVSA, AK",3,6,7,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
7263,"Port Alsworth ANVSA, AK",158,5,18,2,7,0,3,0,0,0,17,82,7,9,6,0,1,0,0,2,0,0,51,19,18,0,0,0,70
7265,"Port Graham ANVSA, AK",142,31,29,0,0,0,1,2,9,2,32,61,19,4,10,6,0,0,1,8,7,0,11,0,121,0,0,0,10
7270,"Port Heiden ANVSA, AK",63,27,6,0,1,0,0,4,9,0,19,23,2,3,4,0,2,0,3,4,2,2,9,0,54,0,0,0,0
7275,"Port Lions ANVSA, AK",124,27,3,75,0,0,0,15,19,14,29,54,1,1,0,3,3,2,4,4,0,12,47,0,54,0,0,0,23
7300,"Rampart ANVSA, AK",41,4,0,7,0,0,5,17,4,0,8,9,3,0,8,0,0,0,0,0,0,0,0,0,22,0,0,0,19
7305,"Red Devil ANVSA, AK",6,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
7310,"Ruby ANVSA, AK",194,28,24,4,0,4,0,45,16,4,41,67,21,12,4,3,2,17,5,4,2,2,27,0,156,0,0,0,11
7315,"Russian Mission ANVSA, AK",51,8,4,0,0,0,0,11,0,0,11,14,4,0,0,0,0,4,0,3,0,0,0,0,30,0,0,0,21
7340,"St. George ANVSA, AK",57,5,5,1,2,1,6,1,0,1,8,21,2,0,4,2,3,3,0,0,0,2,0,0,52,0,0,0,5
7375,"St. Michael ANVSA, AK",308,10,37,0,4,0,1,6,5,0,60,116,20,18,23,13,0,0,10,3,2,8,0,0,300,0,0,0,8
7390,"St. Paul ANVSA, AK",349,26,21,11,10,18,10,6,20,5,49,200,9,7,8,34,2,21,63,13,3,4,38,6,274,3,0,0,28
7400,"Salamatof ANVSA, AK",1189,108,88,32,12,0,10,28,33,55,189,744,26,10,23,20,8,26,44,80,7,28,861,19,188,7,6,9,99
7410,"Sand Point ANVSA, AK",1048,134,88,49,23,14,48,84,41,28,251,527,17,10,26,23,13,31,31,77,59,13,135,29,419,216,7,57,185
7415,"Savoonga ANVSA, AK",823,36,65,15,6,0,2,33,5,9,147,321,35,57,43,31,0,5,14,22,9,8,38,3,782,0,0,0,0
7420,"Saxman ANVSA, AK",361,28,39,6,1,2,8,34,24,10,76,171,5,12,11,2,4,7,15,8,5,9,69,0,266,0,0,0,26
7425,"Scammon Bay ANVSA, AK",506,52,16,18,8,0,0,24,17,3,102,151,56,42,25,14,0,9,4,4,7,5,1,0,496,0,0,0,9
7430,"Selawik ANVSA, AK",557,51,33,8,2,0,0,21,7,6,107,188,39,35,36,26,3,0,6,6,2,26,32,3,498,0,11,0,13
7435,"Seldovia ANVSA, AK",401,108,67,25,12,9,13,16,38,35,107,176,7,13,7,9,4,10,29,3,14,10,240,0,90,0,0,8,63
7440,"Shageluk ANVSA, AK",65,7,3,2,0,2,0,6,5,0,12,21,3,13,0,0,0,3,5,0,2,0,10,0,53,2,0,0,0
7450,"Shaktoolik ANVSA, AK",312,18,32,0,0,3,0,5,4,1,69,103,16,8,27,11,4,12,12,8,1,2,4,0,308,0,0,0,0
7465,"Shishmaref ANVSA, AK",568,67,28,3,5,8,0,15,14,4,126,222,26,32,45,16,6,10,23,5,6,5,12,0,534,12,0,0,10
7470,"Shungnak ANVSA, AK",244,17,22,2,0,2,0,9,8,2,36,81,14,12,18,0,4,4,8,5,3,2,0,0,244,0,0,0,0
7475,"Sitka ANVSA, AK",4710,377,521,316,189,114,155,278,318,339,1010,1946,135,162,188,105,53,49,138,168,59,78,2609,25,611,497,5,62,901
7485,"Skagway ANVSA, AK",1303,141,72,38,11,48,87,38,95,83,194,461,28,18,24,10,6,66,33,24,11,39,1017,40,64,29,0,0,153
7495,"Sleetmute ANVSA, AK",73,12,11,2,0,0,0,14,6,0,19,24,3,3,6,0,0,3,0,0,2,0,4,0,65,0,0,0,4
7500,"Solomon ANVSA, AK",0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7505,"South Naknek ANVSA, AK",53,6,51,7,2,9,14,8,15,1,5,26,0,0,0,0,0,2,1,4,2,3,10,0,25,0,12,0,6
7510,"Stebbins ANVSA, AK",654,20,39,3,10,0,0,27,15,8,137,214,36,37,41,20,6,11,3,41,2,7,37,29,572,3,0,3,10
7520,"Stevens Village ANVSA, AK",9,14,5,2,2,0,0,3,0,0,3,6,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0
7525,"Stony River ANVSA, AK",41,6,5,2,0,0,0,5,0,0,10,11,3,4,6,0,2,0,3,0,0,1,0,6,35,0,0,0,0
7530,"Takotna ANVSA, AK",58,11,6,0,0,0,0,7,0,0,11,9,5,2,4,0,0,0,0,1,0,0,25,0,3,0,0,0,30
7535,"Tanacross ANVSA, AK",136,16,18,1,0,1,0,18,6,0,20,63,0,6,5,3,3,2,3,2,0,4,4,9,117,0,0,0,6
7540,"Tanana ANVSA, AK",214,60,16,26,12,0,0,31,23,7,48,83,13,11,6,3,6,2,4,12,0,5,21,0,181,0,0,0,12
7555,"Tatitlek ANVSA, AK",40,25,10,6,5,2,0,0,2,0,15,11,0,0,5,0,0,0,2,0,0,0,4,0,36,0,0,0,0
7560,"Tazlina ANVSA, AK",466,52,71,9,0,0,3,11,10,15,118,167,15,40,6,14,7,5,36,11,1,5,211,0,158,11,0,9,77
7565,"Telida ANVSA, AK",4,0,6,0,2,0,0,3,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
7570,"Teller ANVSA, AK",279,19,38,7,1,0,0,37,10,0,73,101,4,10,25,16,2,0,8,12,3,2,1,3,275,0,0,0,0
7580,"Tetlin ANVSA, AK",201,16,14,3,0,3,0,40,25,1,27,92,22,5,24,6,0,3,5,5,0,0,0,0,201,0,0,0,0
7605,"Togiak ANVSA, AK",842,63,97,13,9,4,0,42,38,15,178,386,42,26,24,21,12,8,13,37,6,12,91,1,710,12,0,0,28
7625,"Toksook Bay ANVSA, AK",914,33,71,27,0,2,2,36,16,2,163,304,79,49,13,16,8,7,42,33,4,13,12,2,879,0,0,0,21
7630,"Tuluksak ANVSA, AK",456,7,20,6,2,0,0,10,2,3,18,396,6,3,4,6,0,4,161,9,0,0,361,0,89,0,0,0,6
7640,"Tuntutuliak ANVSA, AK",820,57,34,6,2,0,0,26,12,7,110,193,40,49,23,31,2,4,11,15,3,10,2,0,815,0,0,0,3
7645,"Tununak ANVSA, AK",450,18,27,6,5,0,0,25,0,0,78,163,41,48,12,6,2,2,15,18,7,7,0,0,424,4,0,0,22
7650,"Twin Hills ANVSA, AK",53,1,9,2,0,0,0,4,2,1,8,21,6,2,2,0,0,4,2,4,0,0,1,0,47,0,0,0,5
7655,"Tyonek ANVSA, AK",274,12,37,89,10,0,0,30,42,6,61,145,4,6,7,9,0,3,22,6,7,14,4,0,204,0,8,15,43
7665,"Ugashik ANVSA, AK",0,8,8,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7690,"Unalakleet ANVSA, AK",752,64,65,20,10,2,5,30,8,7,139,283,15,15,26,11,10,2,12,74,0,4,199,0,504,4,0,0,45
7695,"Unalaska ANVSA, AK",4342,221,119,24,7,85,16,93,184,66,447,2519,83,104,82,79,58,52,420,235,45,33,1081,160,104,2057,183,278,479
7705,"Uyak ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7725,"Venetie ANVSA, AK",109,24,18,1,0,0,0,21,10,0,29,49,0,4,3,2,9,7,0,0,0,5,0,0,97,0,0,9,3
7735,"Wainwright ANVSA, AK",621,47,36,29,17,0,8,29,18,14,98,306,10,21,20,31,14,5,21,13,11,2,147,0,463,0,0,0,11
7740,"Wales ANVSA, AK",294,20,42,7,5,0,0,30,17,0,67,112,18,28,17,7,2,4,6,4,13,10,0,0,294,0,0,0,0
7745,"White Mountain ANVSA, AK",194,29,25,7,3,0,1,24,8,8,53,80,7,8,2,2,0,0,6,3,2,3,5,0,185,0,0,0,4
7755,"Wrangell ANVSA, AK",1362,116,225,64,54,24,133,80,120,90,303,502,64,52,47,28,22,34,33,43,17,39,741,1,354,18,46,3,199
7765,"Yakutat ANVSA, AK",564,64,128,19,7,2,20,37,48,15,160,293,21,13,10,16,13,4,37,18,8,9,173,12,147,114,12,8,98
8100,"Cayuga Nation TDSA, NY",3248,136,170,145,114,150,406,155,181,163,806,1312,109,87,138,80,76,35,90,111,54,74,3100,25,5,23,0,19,76
8150,"Chickahominy TDSA, VA",3971,296,272,133,99,66,72,429,218,236,1061,1651,109,77,104,81,63,142,126,233,81,79,1789,1561,359,1,0,22,239
8160,"Eastern Chickahominy TDSA, VA",369,21,7,0,2,5,5,14,6,8,96,176,7,4,44,22,0,1,22,11,1,13,161,23,135,2,0,0,48
8300,"Ione Band of Miwok TDSA, CA",81,0,6,0,0,0,0,0,0,0,9,34,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,16,3
8450,"Mechoopda TDSA, CA",3589,379,308,29,29,17,37,100,173,194,733,1269,133,169,117,71,28,52,64,50,25,31,2442,195,42,197,2,283,428
8700,"Rappahannock TDSA, VA",2213,217,41,57,20,34,20,281,35,117,542,817,60,112,118,10,47,11,4,165,42,28,807,1148,62,6,0,35,155
8750,"Samish TDSA, WA",41399,3690,4111,1685,1500,625,2197,1125,2503,3156,11971,17677,718,941,951,595,731,1112,1095,1345,629,1037,36913,265,296,668,73,799,2385
9100,"Golden Hill Paugussett (state) Reservation, CT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9150,"Hassanamisco (state) Reservation, MA",7,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0
9230,"Mattaponi (state) Reservation, VA",51,1,3,1,1,1,5,10,4,6,15,26,1,0,0,1,0,0,3,10,0,0,18,0,29,0,0,0,4
9240,"MOWA Choctaw (state) Reservation, AL",140,9,2,2,0,0,0,12,24,3,29,63,0,4,2,0,1,3,0,2,0,0,40,0,78,1,0,0,21
9260,"Pamunkey (state) Reservation, VA",103,6,1,4,0,0,7,15,14,7,30,47,4,2,1,1,1,1,2,8,8,2,34,4,47,0,0,2,16
9280,"Paucatuck Eastern Pequot (state) Reservation, CT",27,5,4,2,2,0,3,3,3,0,10,14,0,0,0,0,2,2,0,3,1,1,11,1,6,0,0,0,9
9300,"Poospatuck (state) Reservation, NY",619,17,69,15,10,2,7,28,26,14,184,205,34,59,23,7,5,15,8,25,14,28,98,185,259,8,0,0,69
9350,"Schaghticoke (state) Reservation, CT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9370,"Shinnecock (state) Reservation, NY",222,26,33,0,10,5,6,26,33,16,66,111,0,0,0,0,6,28,6,0,0,6,8,0,185,29,0,0,0
9400,"Tama (state) Reservation, GA",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
9510,"Adai Caddo SDTSA, LA",2638,355,215,96,96,64,49,471,170,299,567,962,86,98,119,24,33,22,85,76,24,45,1874,452,90,0,0,121,101
9515,"Apache Choctaw SDTSA, LA",6353,694,598,270,237,68,95,442,348,308,1523,2576,235,205,233,159,80,152,264,140,49,154,3295,792,883,22,0,33,1328
9520,"Bayou Lafourche SDTSA, LA",14485,1037,1122,1045,838,250,352,1267,501,1201,3784,5628,377,363,586,338,103,121,402,787,293,167,11857,405,648,16,2,296,1261
